single_choice	Which of the following cities is the capital of France?	Paris;London;Stockholm;Moscow	1
single_choice	Which of the following cities is the capital of England?	Paris;London;Stockholm;Moscow	2
single_choice	Which of the following cities is the capital of Sweden?	Paris;London;Stockholm;Moscow	3
single_choice	Which of the following cities is the capital of Russia?	Paris;London;Stockholm;Moscow	4
single_choice	Which of the following cities is the capital of America?	Washington;Roma;Madrid;Oslo	1
single_choice	Which of the following cities is the capital of Italy?	Washington;Roma;Madrid;Oslo	2
single_choice	Which of the following cities is the capital of Spain?	Washington;Roma;Madrid;Oslo	3
single_choice	Which of the following cities is the capital of Norway?	Washington;Roma;Madrid;Oslo	4
single_choice	Which of the following cities is the capital of Germany?	Berlin;Wien;Lisboa;Amsterdam	1
single_choice	Which of the following cities is the capital of Austria?	Berlin;Wien;Lisboa;Amsterdam	2
single_choice	Which of the following cities is the capital of Portugal?	Berlin;Wien;Lisboa;Amsterdam	3
single_choice	Which of the following cities is the capital of Holland?	Berlin;Wien;Lisboa;Amsterdam	4
multiple_choice	Which of the following countries in Europe?	Sweden;France;Italy;Canda	1 2 3
multiple_choice	Which of the following countries in Asia?	China;Russia;Korea;Norway	1 3
multiple_choice	Which of the following countries in Africa?	South Africa;Egypt;Korea;Norway	1 2
multiple_choice	Which of the following countries in North America?	America;Russia;Mexico;Norway	1 3
multiple_choice	Which of the following countries in South America?	Brazil;Russia;Korea;Norway	1
multiple_choice	Which of the following countries in Oceania?	Australia;Russia;Korea;New Zealand	1 4
multiple_choice	Which of the following cities in Europe?	Stockholm;Paris;Washington;Hong Kong	1 2
multiple_choice	Which of the following cities in Asia?	Beijing;Paris;Washington;Hong Kong	1 4
multiple_choice	Which of the following cities in Africa?	Cario;Cape Town;Washington;Hong Kong	1 2
multiple_choice	Which of the following cities in North America?	New York;Seattle;Toronto;Port-au-Prince;Beijing	1 2 3 4
multiple_choice	Which of the following cities in South America?	Rio de Janeiro;Santiago;Washington;Beijing	1 2
multiple_choice	Which of the following cities in Oceania?	Sydney;Auckland;Melbourne;Brisbane	1 2 3 4
numeric	How long is Nile river which is the longest in the world?(km)	6670
numeric	How high is Qomolangma which is the highest in the world?(m)	8844
numeric	How many countries and regions are there in the world?	230
numeric	How many countries and regions are there in Europe?	45
numeric	How many countries and regions are there in Asia?	49
numeric	How many countries and regions are there in North America?	28
numeric	How many countries and regions are there in South America?	13
numeric	How many countries and regions are there in Africa?	56
numeric	How many countries and regions are there in Oceania?	30
city_tour1	Lagoa is located around a lagoon in Rio De Janeiro, what is this Lagoo called?	Lagoon of Rio;Rodrigo de Fretias Lagoon;The great lagoon of Brazil;De Gávea Lagoon	2
city_tour1	How many people live in Lagoa?	18,200;22,000;13,200;19,000	1
city_tour1	Every Christmas holiday Lagoa attracts many visitors because of what attraction?	The Brazilian football teams comes and visit;The nigh sky glimmers very beautifully that time of the year;Because of the great waves on the coast;A gigantic Christmas tree on a platform floating in the Lagoon	4
city_tour2	When was Tijuca declared a National Park?	1991;1971;1961;1981	3
city_tour2	What is the biggest attraction of the forest?	The many lions;A huge mountain;Christ the Redeemer;A gorilla tribe	3
city_tour2	There are roughly 30 waterfalls in Tijuca Forest, what is the name of the most famous one?	Tijuca Waterfall;Cândido Waterfall;Rio De Janeiro Waterfall;Cascatinha Waterfall	1
city_tour3	Christ the Redeemer was created by a French sculptor, what was his name?	Heitor da Silva Costa;Paul Landowski;Raymond Gayard;Pierre Hébert	2
city_tour3	How tall is the statue?	35;50;40;30	1
city_tour3	The statue is a member of a very exclusive group, what is this group called?	The Great Christian Sculptures;New Seven Wonders of the World;Great Statues of Brazil;The Wonders of Brazil	2
