single_choice	Which of the following cities is the capital of France?	Paris;London;Stockholm;Moscow	1
single_choice	Which of the following cities is the capital of England?	Paris;London;Stockholm;Moscow	2
single_choice	Which of the following cities is the capital of Sweden?	Paris;London;Stockholm;Moscow	3
single_choice	Which of the following cities is the capital of Russia?	Paris;London;Stockholm;Moscow	4
single_choice	Which of the following cities is the capital of America?	Washington;Roma;Madrid;Oslo	1
single_choice	Which of the following cities is the capital of Italy?	Washington;Roma;Madrid;Oslo	2
single_choice	Which of the following cities is the capital of Spain?	Washington;Roma;Madrid;Oslo	3
single_choice	Which of the following cities is the capital of Norway?	Washington;Roma;Madrid;Oslo	4
single_choice	Which of the following cities is the capital of Germany?	Berlin;Wien;Lisboa;Amsterdam	1
single_choice	Which of the following cities is the capital of Austria?	Berlin;Wien;Lisboa;Amsterdam	2
single_choice	Which of the following cities is the capital of Portugal?	Berlin;Wien;Lisboa;Amsterdam	3
single_choice	Which of the following cities is the capital of Holland?	Berlin;Wien;Lisboa;Amsterdam	4
multiple_choice	Which of the following countries in Europe?	Sweden;France;Italy;Canda	1 2 3
multiple_choice	Which of the following countries in Asia?	China;Russia;Korea;Norway	1 3
multiple_choice	Which of the following countries in Africa?	South Africa;Egypt;Korea;Norway	1 2
multiple_choice	Which of the following countries in North America?	America;Russia;Mexico;Norway	1 3
multiple_choice	Which of the following countries in South America?	Brazil;Russia;Korea;Norway	1
multiple_choice	Which of the following countries in Oceania?	Australia;Russia;Korea;New Zealand	1 4
multiple_choice	Which of the following cities in Europe?	Stockholm;Paris;Washington;Hong Kong	1 2
multiple_choice	Which of the following cities in Asia?	Beijing;Paris;Washington;Hong Kong	1 4
multiple_choice	Which of the following cities in Africa?	Cario;Cape Town;Washington;Hong Kong	1 2
multiple_choice	Which of the following cities in North America?	New York;Seattle;Toronto;Port-au-Prince;Beijing	1 2 3 4
multiple_choice	Which of the following cities in South America?	Rio de Janeiro;Santiago;Washington;Beijing	1 2
multiple_choice	Which of the following cities in Oceania?	Sydney;Auckland;Melbourne;Brisbane	1 2 3 4
numeric	How long is Nile river which is the longest in the world?(km)	6670
numeric	How high is Qomolangma which is the highest in the world?(m)	8844
numeric	How many countries and regions are there in the world?	230
numeric	How many countries and regions are there in Europe?	45
numeric	How many countries and regions are there in Asia?	49
numeric	How many countries and regions are there in North America?	28
numeric	How many countries and regions are there in South America?	13
numeric	How many countries and regions are there in Africa?	56
numeric	How many countries and regions are there in Oceania?	30
city_tour1	The Sidney Opera House was designed by Jørn Utzon, where was he from?	Australia;Usa;Germany;Denmark	4
city_tour1	How many performances is hosted by the Opera House each year?	1200;2000;1500;1700	3
city_tour1	When was the building formally opened by Queen Eizaberg II?	1979;1973;1975;1983	2
city_tour2	The Sydney Tower is the talles structure in Sydney, how tall is it?	299 meters (980 feet);339 meters (1112 feet);309 meters (1014 feet);319 meters (1046 feet)	3
city_tour2	What architect designed the Sydney Tower?	Glenn Murcutt;Shane Thompson;Taylor Cullity;Donald Crone	4
city_tour2	When did the Sydney Tower open for the public?	1985;1975;1971;1981;	4
city_tour3	Who designed the Queen Victoria Building?	George Orwell;George McRae;Harry Seidler;Edmund Blacket	2
city_tour3	What was the building designed to be?	A building fr parlament; An apartment building;A palace for the King;A marketplace	4
city_tour3	When was the building finished?	1898;1893;1891;1885	1
